Borrower_ID,Age,Employment_Type,Monthly_Income,Num_Dependents,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Num_Missed_Payments,Days_Past_Due,Collection_Method,Num_Recovery_Attempts,Legal_Action_Taken,Recovery_Status
BOR_00418,36,Salaried,2413.45,1,181486.08,36,11.87,140867.96,57824.96,6016.36,2,11,Field Visit,2,1,Partial Recovery
BOR_00419,46,Salaried,3704.55,4,120491.96,12,13.04,167065.9,82452.32,10764.42,5,133,Field Visit,2,0,Partial Recovery
BOR_00420,35,Retired,2377.93,0,124184.75,24,9.33,102281.65,83944.9,5692.34,1,60,Email,2,1,Partial Recovery
BOR_00421,55,Salaried,9561.88,3,607157.05,12,13.64,530957.45,250415.18,54412.44,2,28,Phone,4,1,Write-off
BOR_00422,52,Self-employed,5866.84,4,199252.44,24,10.7,120045.55,113601.88,9259.34,1,43,Phone,3,0,Partial Recovery
BOR_00423,32,Retired,1749.55,1,94900.92,36,12.57,135102.8,50542.64,3177.77,0,0,Phone,1,0,Partial Recovery
BOR_00424,44,Salaried,4998.58,1,390868.18,48,8.16,455665.87,160943.74,9572.36,2,30,Phone,5,0,Write-off
BOR_00425,41,Salaried,2499.18,1,128729.98,60,10.11,55110.33,101740.26,2742.12,1,26,Email,2,0,Partial Recovery
BOR_00426,48,Salaried,7450.84,0,258751.3,60,12.24,327660.49,236746.86,5787.49,1,25,Phone,3,0,Full Recovery
BOR_00427,25,Salaried,6764.67,3,395838.67,12,8.98,256738.8,261153.23,34613.65,2,30,Phone,3,0,Write-off
BOR_00428,41,Salaried,4095.82,2,250367.07,24,11.53,311206.45,70931.02,11730.59,2,22,Email,5,1,Write-off
BOR_00429,45,Self-employed,2824.89,1,161708.51,24,14.64,199602.0,71499.95,7812.99,2,45,Email,4,0,Write-off
BOR_00430,18,Salaried,4425.41,3,319174.41,48,8.55,90423.79,96522.14,7874.03,4,161,Email,6,0,Partial Recovery
BOR_00431,23,Self-employed,2326.56,4,82142.71,36,11.29,86390.45,27225.02,2700.37,1,53,Email,4,1,Partial Recovery
BOR_00432,18,Retired,1557.68,0,122921.24,24,11.41,53589.29,76831.67,5752.65,1,14,SMS,1,0,Write-off
BOR_00433,32,Business,13299.17,3,641100.27,48,8.9,286083.95,370355.08,15924.37,3,164,Legal Notice,4,0,Partial Recovery
BOR_00434,42,Self-employed,3382.44,1,174248.96,24,14.21,77457.51,143942.35,8383.84,3,81,Phone,2,0,Partial Recovery
BOR_00435,50,Salaried,5139.98,2,164630.0,84,13.83,179175.46,135291.26,3069.82,2,19,Phone,2,0,Full Recovery
BOR_00436,35,Self-employed,2381.15,1,106862.32,60,8.22,36839.62,92797.62,2177.97,2,44,Field Visit,5,0,Full Recovery
BOR_00437,51,Self-employed,7032.58,1,550955.05,36,10.12,748.61,192097.11,17809.59,1,18,Email,2,1,Write-off
BOR_00438,21,Salaried,3710.04,3,178561.17,12,14.93,191570.3,115742.49,16110.35,4,38,Field Visit,2,0,Write-off
BOR_00439,18,Salaried,2961.0,2,94647.27,48,13.54,24303.25,71045.99,2564.68,2,22,Phone,1,0,Full Recovery
BOR_00440,34,Business,10963.91,2,849109.06,24,11.72,133075.42,661862.08,39861.4,5,138,Field Visit,4,0,Write-off
BOR_00441,38,Salaried,7839.21,0,424240.66,48,8.48,151146.0,269686.87,10452.02,3,79,Legal Notice,2,0,Partial Recovery
BOR_00442,34,Salaried,3799.15,1,150786.31,24,13.17,85925.7,55329.36,7180.49,3,124,SMS,4,1,Partial Recovery
BOR_00443,18,Salaried,1013.54,1,39991.03,48,14.15,28547.97,26995.99,1095.87,1,40,Phone,1,0,Partial Recovery
BOR_00444,34,Salaried,7015.03,2,512666.95,84,11.63,34274.38,219554.37,8948.7,4,140,Field Visit,3,0,Write-off
BOR_00445,21,Business,3956.89,3,188409.0,24,8.35,274297.13,138238.51,8551.2,0,0,Field Visit,6,1,Write-off
BOR_00446,41,Self-employed,5976.56,3,259532.31,48,11.74,278762.25,123653.83,6800.8,1,54,Field Visit,3,0,Full Recovery
BOR_00447,38,Business,1089.69,2,84126.2,36,15.55,40783.64,17043.28,2939.01,2,26,Phone,1,0,Write-off
BOR_00448,25,Salaried,6785.19,0,369563.35,36,9.87,176668.24,267514.97,11902.99,0,0,Field Visit,4,0,Write-off
BOR_00449,29,Salaried,2577.66,2,135965.02,36,12.95,91479.14,36793.4,4577.7,2,10,Phone,1,0,Write-off
BOR_00450,24,Salaried,5169.22,0,398195.55,36,8.3,374051.86,366142.1,12532.34,1,19,Phone,2,0,Write-off
BOR_00451,34,Salaried,5028.55,2,275638.53,36,9.18,60519.09,121005.61,8788.22,2,26,SMS,4,0,Write-off
BOR_00452,44,Salaried,3092.12,3,210336.07,120,14.62,59608.13,118377.86,3344.73,6,286,Phone,1,0,Write-off
BOR_00453,25,Business,5778.89,1,230319.45,60,12.93,296916.75,160312.7,5232.4,3,32,SMS,3,0,Full Recovery
BOR_00454,40,Salaried,6372.64,3,335789.08,36,13.95,129071.41,104413.47,11467.87,3,77,SMS,5,1,Write-off
BOR_00455,29,Self-employed,4264.74,1,230324.53,36,11.45,131352.35,45299.66,7590.01,2,47,Phone,2,0,Write-off
BOR_00456,27,Salaried,6168.83,0,363692.33,24,14.31,475312.33,220464.53,17514.6,3,131,SMS,1,0,Write-off
BOR_00457,33,Salaried,8952.88,3,570382.22,48,8.7,567371.59,366063.44,14111.92,2,44,Legal Notice,5,1,Full Recovery
BOR_00458,24,Salaried,1497.21,0,90145.27,24,10.63,46205.56,15057.63,4185.99,1,49,Phone,1,0,Write-off
BOR_00459,29,Retired,3293.77,2,185655.14,36,12.12,190398.51,83129.44,6177.2,4,147,SMS,2,0,Write-off
BOR_00460,23,Business,5850.45,2,201613.14,36,9.22,5952.59,75754.75,6432.24,4,132,Email,2,0,Partial Recovery
BOR_00461,54,Retired,1537.17,4,121981.92,48,12.81,134602.65,69013.0,3261.1,5,96,Email,2,1,Write-off
BOR_00462,35,Salaried,2339.37,3,108244.92,12,14.83,79075.52,90632.92,9761.38,0,0,Phone,2,1,Write-off
BOR_00463,28,Salaried,4621.76,2,204803.79,36,12.55,249814.18,110737.12,6856.25,1,59,Email,1,0,Partial Recovery
BOR_00464,37,Self-employed,6304.13,2,196908.5,60,11.76,281964.4,145384.21,4355.89,0,0,Phone,2,1,Partial Recovery
BOR_00465,33,Salaried,4744.9,3,208352.71,12,9.14,289335.84,68746.72,18234.04,1,34,Legal Notice,3,0,Write-off
BOR_00466,32,Business,11533.46,2,862146.02,48,9.75,1175878.86,131736.74,21762.6,1,12,SMS,3,1,Partial Recovery
BOR_00467,41,Salaried,2097.65,2,69809.83,48,14.58,53631.74,32829.38,1928.0,1,18,Email,1,0,Partial Recovery
BOR_00468,42,Salaried,4975.82,0,249915.52,36,9.52,135007.66,175808.42,8007.6,0,0,Email,5,0,Partial Recovery
BOR_00469,29,Salaried,2495.21,2,158397.53,84,9.23,110490.67,81914.73,2567.0,3,134,Email,7,0,Partial Recovery
BOR_00470,29,Salaried,5727.26,1,342810.13,36,11.13,354755.01,103474.35,11243.76,2,55,Email,3,0,Partial Recovery
BOR_00471,32,Self-employed,6217.22,2,265521.01,60,11.4,352079.98,8880.26,5825.75,0,0,Email,1,0,Full Recovery
BOR_00472,18,Salaried,3326.78,2,190193.05,36,9.27,59051.03,76509.22,6072.25,1,11,Email,3,0,Write-off
BOR_00473,19,Salaried,500.0,2,17147.76,48,13.96,23617.43,2556.13,468.26,2,5,Phone,1,0,Full Recovery
BOR_00474,48,Salaried,6477.48,2,417821.58,36,10.91,510899.84,345806.6,13661.23,7,332,Phone,3,0,Write-off
BOR_00475,51,Salaried,7048.17,2,376787.37,36,8.7,553230.88,322394.61,11929.96,5,167,SMS,3,0,Write-off
BOR_00476,32,Business,8212.88,2,373535.04,48,12.66,493207.32,248917.89,9958.18,3,71,Field Visit,1,0,Partial Recovery
BOR_00477,40,Business,10707.35,1,474455.54,36,9.35,199226.73,180931.72,15165.88,0,0,Phone,5,0,Partial Recovery
BOR_00478,38,Retired,1143.16,2,46319.13,12,20.97,7361.68,32896.42,4312.23,1,23,Phone,4,1,Write-off
BOR_00479,65,Business,10848.78,4,439758.83,24,9.96,74038.5,360174.14,20283.95,2,40,Phone,1,0,Write-off
BOR_00480,46,Salaried,8862.02,0,322315.17,48,8.53,140798.54,118877.55,7948.48,1,20,Legal Notice,3,0,Partial Recovery
BOR_00481,33,Self-employed,500.0,0,18355.06,48,15.4,16910.07,5539.27,514.53,1,53,Field Visit,1,1,Full Recovery
BOR_00482,25,Salaried,5639.3,1,368795.75,48,9.79,444944.87,148828.37,9316.84,1,6,SMS,11,0,Partial Recovery
BOR_00483,18,Salaried,3193.31,0,199714.21,24,11.75,269389.6,84179.37,9378.4,5,36,Legal Notice,1,0,Partial Recovery
BOR_00484,37,Business,6755.43,3,350319.17,24,12.23,327769.16,109622.96,16528.07,2,13,Email,4,0,Partial Recovery
BOR_00485,27,Salaried,5695.35,0,418988.21,120,12.25,3539.18,227698.51,6073.03,1,17,Legal Notice,3,0,Full Recovery
BOR_00486,20,Unemployed,605.11,0,30397.81,24,14.57,8495.43,15199.47,1467.7,3,47,Phone,3,0,Write-off
BOR_00487,28,Salaried,3648.58,3,196924.1,36,14.4,29457.74,117081.02,6768.4,5,40,Phone,1,0,Write-off
BOR_00488,24,Self-employed,3268.3,1,158234.24,36,10.68,86235.56,89352.4,5156.79,1,45,SMS,1,0,Write-off
BOR_00489,51,Self-employed,1538.26,2,110494.93,48,12.3,83095.11,42928.71,2926.01,3,55,Email,4,0,Write-off
BOR_00490,43,Business,3742.52,0,174802.66,60,8.27,11378.91,80316.3,3566.88,1,55,SMS,7,0,Partial Recovery
BOR_00491,34,Self-employed,5698.43,0,419061.97,36,10.79,219050.8,285643.84,13677.47,3,85,Email,1,0,Write-off
BOR_00492,49,Self-employed,1353.62,2,74257.26,48,10.1,19958.09,24854.7,1887.0,5,131,SMS,1,0,Write-off
BOR_00493,35,Salaried,6332.63,0,465939.3,36,10.4,452243.13,324380.83,15122.37,2,14,Phone,2,0,Partial Recovery
BOR_00494,26,Self-employed,5156.48,0,190337.36,36,11.47,132552.57,122768.5,6274.24,1,14,Phone,4,1,Partial Recovery
BOR_00495,50,Salaried,1858.06,2,93241.98,48,13.37,69276.6,58189.85,2518.47,0,0,Legal Notice,2,0,Partial Recovery
BOR_00496,40,Self-employed,2306.09,2,180038.35,48,13.65,115501.38,163148.4,4888.47,1,34,Field Visit,3,1,Write-off
BOR_00497,24,Self-employed,5588.22,2,198201.8,36,10.36,284227.24,119532.26,6428.77,3,114,Legal Notice,3,1,Full Recovery
BOR_00498,33,Self-employed,1547.09,3,90464.5,60,10.63,29138.86,52622.66,1950.12,4,145,SMS,1,0,Partial Recovery
BOR_00499,26,Salaried,4071.19,2,136909.04,60,9.49,106104.01,26450.65,2874.67,1,45,SMS,3,0,Full Recovery
BOR_00500,21,Salaried,4739.3,3,300649.95,36,13.83,331925.38,178890.0,10250.73,5,131,SMS,2,0,Partial Recovery
BOR_00501,44,Self-employed,5958.48,2,216021.25,24,11.9,180435.34,155591.07,10158.56,2,27,Phone,4,1,Write-off
BOR_00502,54,Salaried,5396.31,1,417236.67,36,10.29,581432.37,214904.44,13519.66,3,164,Phone,4,0,Write-off
BOR_00503,21,Salaried,3043.98,3,183657.13,84,13.86,104124.88,73491.42,3427.4,1,37,Phone,2,0,Partial Recovery
BOR_00504,40,Salaried,7844.74,1,625807.68,12,8.79,435257.82,212150.53,54666.88,3,179,Field Visit,1,0,Write-off
BOR_00505,28,Retired,3391.12,1,205072.5,60,10.0,27230.24,180931.27,4356.85,1,49,Phone,3,0,Write-off
BOR_00506,30,Self-employed,6447.15,0,270525.78,60,8.39,247124.94,181929.99,5536.53,5,37,Legal Notice,2,0,Partial Recovery
BOR_00507,29,Salaried,5170.64,1,250616.25,36,11.92,108345.91,146538.63,8314.77,4,78,Email,5,1,Partial Recovery
BOR_00508,26,Salaried,3383.47,1,224766.38,36,12.29,54048.12,38964.92,7496.5,2,34,SMS,3,0,Write-off
BOR_00509,35,Salaried,3339.11,3,197905.02,36,12.48,161648.21,143575.78,6619.06,3,138,Phone,3,1,Write-off
BOR_00510,26,Business,8567.54,0,368168.36,12,8.83,293969.69,138123.58,32168.69,1,33,Phone,7,0,Write-off
BOR_00511,37,Self-employed,5046.0,1,208041.95,36,13.88,23676.73,52153.66,7098.57,2,47,Legal Notice,4,0,Write-off
BOR_00512,34,Salaried,7803.2,1,507712.43,60,10.46,531738.99,299154.15,10901.87,1,17,Phone,2,0,Partial Recovery
BOR_00513,32,Salaried,6300.9,1,316511.15,36,9.34,296146.28,150966.39,10115.59,5,58,Phone,4,0,Write-off
BOR_00514,25,Salaried,1993.84,1,65917.99,48,17.91,18689.46,42541.23,1933.37,1,3,Phone,3,0,Partial Recovery
BOR_00515,29,Self-employed,6629.87,1,254199.03,12,13.46,178994.83,110921.09,22758.87,2,34,Phone,3,0,Write-off
BOR_00516,42,Business,4005.82,0,170765.22,60,12.93,184509.16,37934.09,3879.1,0,0,Phone,6,0,Full Recovery
BOR_00517,40,Salaried,4232.06,1,327068.96,36,12.63,259743.0,79397.0,10962.64,1,41,SMS,2,0,Write-off
BOR_00518,25,Salaried,5500.4,2,292856.38,48,11.15,173732.25,147767.06,7589.98,0,0,Email,1,0,Partial Recovery
BOR_00519,35,Salaried,8991.33,2,354542.84,36,11.7,171424.19,309554.54,11725.17,3,79,SMS,3,0,Write-off
BOR_00520,42,Retired,4487.93,0,316534.91,48,12.65,289816.45,121019.39,8436.41,0,0,Phone,3,0,Partial Recovery
BOR_00521,18,Salaried,4970.76,1,177303.69,48,11.5,249761.16,117140.99,4625.86,4,122,Field Visit,1,0,Full Recovery
BOR_00522,40,Business,6450.41,6,481877.74,84,8.39,485548.33,141038.07,7603.68,1,3,Field Visit,3,0,Partial Recovery
BOR_00523,28,Self-employed,5336.26,1,379045.93,12,10.57,42498.2,104447.09,33424.76,2,6,Phone,1,0,Write-off
BOR_00524,40,Salaried,6775.31,1,386971.87,24,13.22,267408.19,297629.15,18438.13,2,42,Email,2,0,Write-off
BOR_00525,27,Salaried,4358.66,1,132580.71,24,12.07,177159.14,36163.7,6245.1,2,22,Phone,4,0,Partial Recovery
BOR_00526,18,Salaried,6872.34,1,451645.79,84,12.94,63995.34,243298.74,8201.22,1,40,Field Visit,6,0,Full Recovery
BOR_00527,18,Self-employed,3660.14,1,232744.61,36,8.01,345233.23,77548.1,7294.34,2,50,SMS,3,0,Write-off
BOR_00528,35,Business,8493.23,3,305823.88,36,12.73,435372.13,166487.18,10264.09,0,0,Legal Notice,3,0,Full Recovery
BOR_00529,37,Self-employed,5664.81,1,288182.59,48,11.65,33836.01,281318.82,7539.95,5,158,Phone,1,0,Partial Recovery
BOR_00530,25,Self-employed,5053.97,1,170363.2,24,13.88,238528.92,71730.19,8169.97,4,56,Email,7,0,Partial Recovery
BOR_00531,41,Salaried,6677.88,0,442380.48,60,8.82,240964.16,281593.19,9145.11,4,103,Phone,3,0,Write-off
BOR_00532,18,Retired,1204.96,3,95807.57,24,10.09,121394.29,49645.76,4425.2,1,44,Email,4,0,Write-off
BOR_00533,34,Business,5325.09,0,425321.42,24,12.68,266921.1,363476.96,20155.92,1,46,Email,5,0,Write-off
BOR_00534,22,Salaried,2239.75,0,86978.84,48,17.23,57517.6,39426.59,2520.24,3,148,Phone,2,0,Full Recovery
BOR_00535,28,Retired,2351.6,2,108194.95,48,9.32,102932.85,73880.02,2708.66,1,14,SMS,1,0,Partial Recovery
BOR_00536,35,Self-employed,5947.34,1,364213.81,36,9.48,423113.06,58055.69,11663.18,3,59,Email,1,0,Write-off
BOR_00537,26,Self-employed,5144.43,3,234890.16,24,14.31,11905.11,83137.41,11312.56,0,0,Field Visit,1,0,Write-off
BOR_00538,31,Self-employed,8186.23,1,408160.11,24,11.14,363153.93,320784.57,19049.78,1,35,Phone,2,0,Write-off
BOR_00539,45,Business,6983.21,0,321414.96,48,14.8,90028.17,253211.35,8912.43,3,141,Legal Notice,2,0,Partial Recovery
BOR_00540,29,Self-employed,5671.85,5,294378.77,60,11.96,152760.29,119460.0,6542.5,2,19,Legal Notice,3,0,Full Recovery
BOR_00541,43,Salaried,2816.6,1,106641.43,48,11.59,55661.82,55779.35,2787.07,3,46,Legal Notice,2,0,Partial Recovery
BOR_00542,23,Salaried,3380.64,2,211392.55,60,11.08,148733.79,98923.57,4604.95,2,43,Field Visit,3,1,Partial Recovery
BOR_00543,40,Unemployed,1347.77,2,101162.02,60,11.42,50702.87,70379.13,2220.77,1,18,Field Visit,3,1,Write-off
BOR_00544,49,Salaried,8037.85,0,483565.66,36,14.89,77874.22,295553.35,16735.79,2,10,SMS,6,0,Write-off
BOR_00545,18,Salaried,3529.65,0,223665.48,12,10.29,48858.18,129027.92,19693.55,1,9,Phone,4,1,Partial Recovery
BOR_00546,27,Salaried,4856.8,1,297069.77,12,8.17,14900.12,183523.22,25864.6,1,19,SMS,4,0,Write-off
BOR_00547,40,Salaried,1964.25,3,103125.64,36,11.07,72742.1,55529.05,3379.53,3,119,SMS,1,0,Partial Recovery
BOR_00548,32,Self-employed,3107.43,1,134037.82,24,12.82,191898.14,58679.77,6361.33,6,189,Legal Notice,1,0,Write-off
BOR_00549,38,Unemployed,1445.19,2,80538.44,24,12.56,13974.45,26611.86,3812.2,1,1,Email,4,0,Write-off
BOR_00550,28,Salaried,6150.41,0,366505.37,12,9.03,520216.52,185372.65,32056.9,2,6,Phone,2,0,Partial Recovery
BOR_00551,35,Salaried,6001.33,2,202018.5,60,13.27,222228.89,122079.61,4624.19,5,74,SMS,7,0,Partial Recovery
BOR_00552,33,Salaried,5099.55,0,345064.17,48,12.69,329966.99,143888.63,9203.47,2,40,Legal Notice,3,0,Partial Recovery
BOR_00553,46,Business,8425.43,1,453705.86,48,8.27,439149.45,79112.07,11133.56,0,0,Phone,1,0,Partial Recovery
BOR_00554,37,Self-employed,2349.2,0,143473.04,60,11.5,177919.69,94977.26,3155.53,4,45,Email,1,0,Full Recovery
BOR_00555,38,Salaried,6397.66,1,306292.08,24,12.5,49123.06,172157.21,14489.8,1,34,Email,4,0,Partial Recovery
BOR_00556,30,Business,8262.92,1,534115.57,60,10.4,404395.71,241246.06,11452.82,1,7,Phone,3,0,Partial Recovery
BOR_00557,30,Business,8476.06,0,580513.38,48,14.18,607006.1,415592.67,15915.81,0,0,Phone,4,0,Write-off
BOR_00558,30,Business,5421.9,1,305743.97,36,12.05,269125.22,80710.99,10161.67,1,13,Email,3,0,Write-off
BOR_00559,38,Unemployed,500.0,1,33732.88,84,12.74,42138.06,24110.23,608.83,3,56,Field Visit,2,0,Full Recovery
BOR_00560,30,Salaried,7194.31,1,235050.41,84,11.71,25481.24,53522.67,4112.81,3,40,Phone,1,0,Full Recovery
BOR_00561,37,Business,5563.49,2,337954.89,36,8.66,350138.7,232295.51,10692.79,2,40,Email,1,0,Write-off
BOR_00562,55,Salaried,3929.34,1,268784.29,48,10.18,215307.4,7166.23,6840.57,0,0,Field Visit,3,0,Write-off
BOR_00563,43,Business,9080.44,3,411452.41,60,8.51,234009.98,138804.02,8442.87,2,28,Legal Notice,3,0,Full Recovery
BOR_00564,31,Self-employed,3019.97,1,223644.54,24,12.15,114150.96,114468.69,10543.49,1,50,Legal Notice,3,0,Write-off
BOR_00565,47,Business,12215.77,0,938167.66,48,10.9,873667.64,231361.35,24202.36,3,45,Email,1,0,Write-off
BOR_00566,30,Self-employed,5542.51,2,357363.13,36,9.94,477613.34,266378.28,11521.17,0,0,Legal Notice,6,0,Write-off
BOR_00567,18,Salaried,5093.71,3,406652.15,60,12.51,302656.51,109405.02,9151.53,1,9,Phone,2,0,Write-off
BOR_00568,24,Self-employed,500.0,2,23882.24,12,12.31,29544.36,8682.96,2125.38,3,76,SMS,2,1,Partial Recovery
BOR_00569,18,Retired,2375.64,1,137096.2,60,11.76,82701.17,86067.42,3033.14,4,145,SMS,5,0,Write-off
BOR_00570,31,Unemployed,1130.63,1,81449.4,12,12.93,12509.95,42649.43,7272.32,0,0,Phone,4,0,Write-off
BOR_00571,35,Salaried,4261.45,2,178356.5,36,8.51,16454.92,148745.69,5630.82,2,18,Email,4,0,Write-off
BOR_00572,51,Salaried,6344.13,2,492980.84,24,14.46,37960.29,234055.09,23775.8,1,25,Phone,2,0,Write-off
BOR_00573,38,Salaried,1447.53,2,74250.53,120,14.43,42339.53,68123.76,1172.25,1,18,Field Visit,8,0,Full Recovery
BOR_00574,32,Self-employed,5021.63,2,384363.97,12,13.24,194433.06,160820.05,34373.22,2,5,Email,5,0,Partial Recovery
BOR_00575,43,Business,3911.89,2,293988.1,24,8.67,316597.41,66013.23,13386.69,1,56,SMS,5,0,Write-off
BOR_00576,18,Salaried,1835.73,6,94041.81,84,14.34,104784.42,47063.36,1780.01,4,112,Phone,7,0,Partial Recovery
BOR_00577,37,Self-employed,500.0,0,28186.41,24,12.01,2150.09,10584.2,1326.94,3,148,Phone,2,0,Write-off
BOR_00578,42,Business,10338.07,2,728906.0,12,12.44,241767.11,359643.79,64911.5,3,129,Legal Notice,2,0,Write-off
BOR_00579,20,Self-employed,1941.47,2,147029.36,24,12.66,60486.82,77879.84,6966.37,3,107,Field Visit,3,0,Partial Recovery
BOR_00580,46,Self-employed,9401.18,0,319028.48,48,9.15,262055.73,92732.74,7961.4,4,43,Legal Notice,6,0,Partial Recovery
BOR_00581,38,Self-employed,2660.5,2,177714.98,36,11.24,38523.78,24924.01,5838.69,1,39,Phone,2,0,Write-off
BOR_00582,30,Self-employed,500.0,1,29985.76,24,19.42,6024.49,8565.9,1517.61,3,53,Phone,6,0,Partial Recovery
BOR_00583,41,Salaried,2766.95,1,124878.09,48,9.11,176787.82,110803.48,3114.0,3,92,Email,6,0,Partial Recovery
BOR_00584,57,Self-employed,8507.43,4,547928.85,24,10.98,660968.97,312868.2,25532.05,3,124,Email,4,0,Partial Recovery
BOR_00585,36,Self-employed,3610.25,3,152931.48,48,9.83,41441.73,60053.44,3866.57,4,147,Phone,5,0,Write-off
BOR_00586,37,Business,5355.14,1,396740.04,60,9.38,241952.59,245121.69,8308.08,1,41,SMS,4,0,Partial Recovery
BOR_00587,30,Self-employed,4400.05,0,267048.87,12,10.74,142452.68,171308.07,23569.94,1,40,Email,2,0,Write-off
BOR_00588,26,Business,8505.35,0,558512.93,48,12.37,662679.01,102749.35,14810.25,0,0,Phone,2,0,Full Recovery
BOR_00589,43,Salaried,7234.8,0,319250.23,36,8.72,244328.38,197326.63,10110.61,6,131,Email,6,1,Write-off
BOR_00590,26,Salaried,7897.0,2,520816.06,36,12.96,99879.29,288039.78,17538.66,0,0,SMS,5,0,Write-off
BOR_00591,35,Salaried,4280.46,2,181693.55,36,10.34,201405.14,94599.96,5891.74,1,21,SMS,2,0,Full Recovery
BOR_00592,30,Salaried,2347.9,5,73459.17,36,16.43,43732.6,38861.27,2598.1,3,36,Email,2,0,Partial Recovery
BOR_00593,39,Self-employed,2966.34,1,222074.6,36,11.19,87583.2,73114.7,7290.28,1,43,Email,4,0,Write-off
BOR_00594,38,Retired,2208.22,0,69650.12,60,10.1,39230.28,52061.85,1483.43,2,57,Phone,3,0,Partial Recovery
BOR_00595,45,Salaried,3072.48,1,237310.85,36,10.39,177184.55,122486.33,7701.28,1,16,Legal Notice,3,0,Write-off
BOR_00596,29,Salaried,3085.7,2,235163.9,12,12.07,121032.58,106916.72,20901.73,1,5,Legal Notice,6,0,Partial Recovery
BOR_00597,32,Business,8031.36,1,461374.75,24,11.0,167413.82,215220.53,21504.15,2,29,SMS,3,0,Write-off
BOR_00598,25,Salaried,4902.7,3,306973.44,48,8.01,183494.31,247819.13,7494.84,2,51,Phone,4,1,Write-off
BOR_00599,30,Self-employed,4081.99,2,313671.21,24,9.64,9020.99,204634.27,14421.56,2,33,Email,4,0,Write-off
BOR_00600,38,Self-employed,2103.76,1,90827.12,12,10.98,105245.63,76521.27,8026.79,2,3,SMS,4,0,Write-off
BOR_00601,42,Self-employed,3424.0,3,271582.97,36,8.81,69638.58,242857.61,8611.91,2,58,Legal Notice,4,0,Write-off
BOR_00602,25,Salaried,3151.53,0,111405.34,48,13.98,7336.81,55070.52,3043.31,2,50,Legal Notice,5,0,Full Recovery
BOR_00603,43,Salaried,6780.4,0,290523.83,12,9.56,284872.57,250748.95,25482.47,4,50,Field Visit,1,1,Write-off
BOR_00604,48,Business,12126.9,1,398074.93,24,11.02,462126.85,172083.32,18557.21,1,55,Phone,3,0,Partial Recovery
BOR_00605,39,Self-employed,500.0,4,20747.96,36,14.53,25327.94,14373.08,714.52,1,27,Legal Notice,1,1,Partial Recovery
BOR_00606,53,Salaried,3769.17,2,290327.65,84,11.97,214919.04,234927.65,5120.05,2,22,SMS,3,0,Partial Recovery
BOR_00607,27,Business,2510.41,0,119799.88,36,10.88,36904.63,71244.35,3915.46,2,28,Field Visit,10,0,Partial Recovery
BOR_00608,22,Salaried,2959.96,1,196479.2,36,14.0,217274.85,56209.61,6714.92,3,155,Email,3,0,Partial Recovery
BOR_00609,18,Self-employed,3033.12,1,234171.55,36,11.92,245779.35,25631.21,7769.45,2,40,Email,3,0,Partial Recovery
BOR_00610,49,Salaried,2520.85,2,87606.71,24,13.31,32362.45,48818.96,4177.66,1,4,Email,2,0,Write-off
BOR_00611,41,Retired,1262.51,3,50892.04,60,11.27,68964.39,12520.88,1113.29,3,174,Phone,2,0,Partial Recovery
BOR_00612,34,Salaried,2992.09,3,157931.36,48,12.84,24725.29,92156.05,4224.61,5,52,Email,1,0,Partial Recovery
BOR_00613,37,Salaried,5414.53,3,266143.16,60,11.98,392303.63,142483.06,5917.28,2,45,Field Visit,4,1,Partial Recovery
BOR_00614,23,Salaried,4110.95,1,213668.27,12,11.25,275711.5,140931.72,18909.56,3,125,Phone,4,0,Partial Recovery
BOR_00615,59,Salaried,4267.83,1,303172.94,48,13.83,312828.39,172181.18,8258.08,1,11,Phone,5,0,Write-off
BOR_00616,36,Business,7530.46,1,411920.7,24,8.1,580035.77,289671.88,18648.0,4,56,Phone,6,0,Write-off
BOR_00617,36,Retired,1562.66,0,70571.07,48,16.32,76461.41,50743.25,2011.66,3,161,Email,2,1,Full Recovery
BOR_00618,42,Salaried,4456.69,2,199604.63,36,10.95,57024.15,33697.68,6529.87,2,25,Legal Notice,2,0,Partial Recovery
BOR_00619,39,Salaried,8346.9,1,421736.84,24,8.95,279710.3,31079.33,19258.15,3,128,Phone,2,0,Partial Recovery
BOR_00620,37,Self-employed,7351.15,3,292828.96,12,9.39,31407.23,39316.85,25660.9,2,30,Phone,2,0,Partial Recovery
BOR_00621,27,Business,3101.26,2,94464.41,48,12.53,55213.14,38005.54,2512.31,1,44,Legal Notice,1,0,Partial Recovery
BOR_00622,39,Self-employed,6074.33,1,477790.09,24,10.42,531495.86,98920.15,22140.5,1,29,Field Visit,2,0,Write-off
BOR_00623,53,Salaried,7947.35,1,380615.03,12,13.87,220629.22,206192.74,34151.85,3,73,Phone,4,0,Write-off
BOR_00624,48,Salaried,3244.17,2,102514.81,84,14.24,50790.07,92309.51,1935.0,4,85,Field Visit,4,1,Partial Recovery
BOR_00625,50,Self-employed,7256.33,0,411986.25,36,12.58,367917.56,310431.96,13797.54,5,159,SMS,3,0,Write-off
BOR_00626,29,Salaried,8075.86,3,398564.07,48,8.31,521444.09,116097.71,9788.85,3,100,Field Visit,2,0,Full Recovery
BOR_00627,25,Self-employed,1193.64,1,39034.8,36,17.5,2786.1,22045.76,1401.36,2,13,Email,2,0,Write-off
